crashedAt,totalBankUsd,usersCount,itemsCount
3.37,194.78,68,85
1.02,153.69,77,103
1.00,165.01,70,92
1.50,194.59,86,102
1.04,230.34,88,106
1.75,238.32,96,118
1.97,276.97,90,122
1.06,266.83,102,122
1.35,345.02,102,137
2.04,286.57,93,122
1.26,228.43,88,112
1.93,232.84,87,105
4.76,217.08,75,91
2.32,200.34,79,93
20.11,176.61,75,89
7.85,100.89,64,74
2.89,144.66,68,85
6.78,112.39,69,85
1.94,178.03,66,80
1.06,110.08,61,77
1.01,188.29,71,85
1.37,212.26,76,101
1.29,155.60,71,93
3.33,276.28,83,107
2.63,265.95,74,92
1.99,168.63,87,110
3.49,208.44,72,91
2.88,124.19,70,79
1.40,165.91,78,94
3.30,224.62,77,103
1.51,267.82,79,105
23.49,176.66,80,95
1.45,147.50,61,72
1.22,189.19,69,79
1.02,216.97,67,92
1.37,158.80,67,80
2.13,198.02,78,106
1.47,222.61,73,87
6.35,193.91,73,98
1.39,164.62,68,92
1.00,229.13,73,97
2.03,144.23,65,88
2.60,303.82,77,93
1.40,157.48,73,91
1.38,198.93,68,91
18.70,270.27,73,92
2.23,275.08,66,79
3.25,180.99,62,80
1.00,171.84,63,83
1.29,118.87,66,78
1.38,347.55,73,97
1.07,223.65,63,72
1.28,281.28,88,106
9.98,206.15,69,89
2.14,314.37,78,98
1.32,196.73,70,86
30.39,315.92,73,97
1.06,148.99,66,90
1.37,197.48,70,83
2.17,242.23,74,104
1.27,229.45,69,88
1.08,219.93,79,104
1.02,314.96,74,93
3.38,271.68,81,95
1.40,209.77,76,95
1.48,190.29,73,93
2.27,293.22,85,95
3.64,143.35,72,87
9.44,170.50,74,87
3.25,107.02,59,67
5.32,148.89,67,90
1.30,108.44,53,63
1.03,187.68,64,86
1.44,100.22,55,81
1.37,268.99,72,94
1.00,150.64,70,90
1.34,173.50,71,88
1.42,201.57,75,102
2.54,201.65,77,91
3.14,246.97,76,95
1.31,198.46,73,89
1.42,135.79,78,89
2.69,258.28,65,77
16.42,162.18,74,95
9.37,207.08,62,73
1.39,117.08,53,69
1.04,148.83,62,83
1.23,128.93,68,84
1.07,199.98,76,111
1.21,149.57,71,101
1.48,190.82,70,91
1.05,159.60,66,86
2.43,188.74,78,109
3.22,195.85,83,100
3.04,192.22,68,83
1.25,173.85,74,81
1.32,177.49,72,96
1.34,174.16,73,91
2.18,165.90,64,80
9.16,188.00,79,95
1.36,163.96,67,89
2.33,134.57,59,79
29.35,183.48,66,81
1.38,89.43,52,67
1.04,155.55,62,81
10.09,168.72,68,84
1.37,177.71,58,70
8.07,130.14,53,67
1.23,179.54,60,86
1.02,127.06,55,73
1.00,143.09,67,83
1.31,152.55,61,83
2.10,140.55,64,78
3.20,189.98,61,77
2.19,163.43,63,70
4.64,181.64,63,73
1.91,142.72,58,74
2.80,133.54,60,77
1.28,158.85,62,83
5.60,119.94,53,70
1.34,132.48,61,74
7.70,100.61,56,66
2.17,132.78,54,64
1.03,120.49,59,74
2.95,125.97,48,62
3.39,138.98,61,73
1.00,97.92,60,74
1.45,134.76,58,64
1.47,161.82,66,85
1.37,109.60,67,90
3.49,124.58,60,70
12.81,146.71,66,85
1.25,123.67,57,69
1.06,112.74,56,77
1.07,115.66,57,68
1.38,171.16,65,82
1.40,66.91,61,73
1.46,190.02,67,85
4.33,173.60,70,85
1.99,166.29,66,84
3.03,130.98,65,83
13.57,152.38,65,75
1.04,115.78,56,61
1.40,137.81,52,65
2.86,97.57,63,83
1.51,151.44,63,70
3.17,110.62,59,71
2.79,106.38,59,71
6.73,107.78,49,56
2.02,136.60,57,68
1.41,107.91,53,62
2.68,142.27,54,59
1.22,97.25,58,84
2.25,116.09,61,83
1.03,59.25,53,67
2.77,139.97,55,71
1.02,89.74,55,66
1.72,125.28,63,84
1.42,66.66,58,86
1.01,131.41,70,94
1.99,135.28,65,80
5.08,123.07,67,98
2.67,90.99,67,88
1.21,137.88,56,62
1.30,120.79,60,66
23.29,186.58,64,84
1.28,79.90,55,66
1.72,119.46,51,61
6.04,105.49,58,79
1.09,144.28,54,63
3.08,99.91,57,64
1.41,129.86,59,73
1.12,87.12,55,69
1.38,110.48,63,86
43.30,106.72,58,74
2.16,115.04,54,63
1.71,74.29,56,66
2.27,101.83,57,74
4.84,94.15,54,74
8.65,107.52,54,64
1.93,87.17,51,61
2.46,89.81,50,63
1.07,105.01,56,74
1.00,154.32,63,73
1.04,181.86,65,74
1.43,188.99,70,95
1.07,175.92,70,81
1.39,133.16,66,77
2.23,166.18,66,86
2.14,201.88,69,91
1.35,110.46,59,72
12.77,141.74,68,98
1.81,93.07,55,67
3.01,142.33,56,71
1.47,89.93,53,61
7.59,140.10,54,74
2.99,41.09,49,63
1.27,88.85,47,52
2.55,68.30,53,64
1.37,133.07,53,69
1.23,63.89,50,70
1.58,118.69,60,70
5.62,87.39,61,73
1.86,122.81,52,63
2.45,62.80,53,74
1.61,77.41,47,60
20.22,84.66,54,63
1.52,135.23,53,65
1.00,75.51,48,60
5.93,104.48,54,67
1.02,49.88,52,62
3.04,161.97,66,83
1.56,34.40,48,63
1.02,123.17,56,70
3.83,92.23,60,75
2.94,142.13,59,72
1.83,53.37,60,71
2.27,140.71,62,78
9.82,113.12,56,66
4.45,115.84,59,73
2.55,51.81,45,52
1.15,105.90,57,70
1.30,36.64,52,66
1.51,158.23,60,71
2.59,121.96,59,74
1.03,140.70,57,69
1.40,62.21,55,67
1.24,212.19,63,74
6.50,121.89,55,78
3.04,152.56,60,72
1.01,96.67,53,66
1.88,134.04,59,64
10.92,100.58,60,72
1.20,118.52,57,66
1.75,83.81,53,58
1.10,221.95,62,74
1.00,139.28,58,70
2.08,276.79,70,84
1.26,103.51,62,73
1.31,189.24,62,84
5.79,170.17,63,74
1.52,117.15,55,64
16.97,90.86,59,77
1.67,151.21,57,67
1.02,78.15,55,71
1.31,273.80,62,79
1.33,42.42,52,68
1.00,253.13,60,66
1.04,379.82,60,81
2.54,247.73,68,85
3.74,112.63,61,70
1.37,176.99,59,66
2.52,115.69,64,82
1.89,116.75,57,66
1.29,108.82,59,74
4.50,166.69,57,65
21.31,83.80,54,61
2.38,132.26,56,69
3.96,78.04,49,57
1.73,100.28,43,55
1.64,53.34,50,63
8.77,153.14,62,72
1.12,84.48,55,64
1.31,148.45,52,63
1.45,118.28,68,79
2.19,117.68,67,80
7.53,90.61,68,77
1.00,117.75,65,77
2.36,90.92,60,73
1.02,135.39,69,81
1.62,143.10,73,93
1.48,132.58,64,75
1.01,150.75,68,75
1.40,155.87,66,83
2.24,147.02,63,75
2.74,171.38,69,78
1.25,131.46,67,83
1.52,307.78,65,73
2.54,104.54,62,80
2.11,164.28,63,71
9.93,122.11,60,75
20.45,194.39,61,88
1.49,90.31,54,70
3.79,207.68,61,76
1.31,95.66,57,84
3.08,197.46,58,77
1.95,96.94,58,74
1.79,223.38,59,65
2.01,114.98,60,80
2.42,202.29,67,84
1.49,88.75,60,70
5.73,198.39,59,73
2.48,89.41,63,78
1.00,143.68,63,74
2.46,81.48,52,60
1.04,176.54,60,72
4.89,95.65,68,83
8.40,160.78,60,71
3.29,89.38,59,67
1.85,190.94,61,70
1.57,114.06,61,74
3.80,175.48,71,82
2.17,129.48,67,79
1.57,211.18,61,79
1.61,82.57,62,79
2.41,228.52,72,81
1.08,120.92,60,72
6.82,195.08,66,87
3.06,129.06,63,75
1.58,230.27,68,78
11.29,137.24,69,75
1.03,176.74,60,71
1.34,92.30,60,67
3.71,274.04,78,92
1.41,113.27,65,81
1.82,259.72,71,84
1.98,125.22,60,71
1.07,225.22,77,91
1.65,135.07,61,84
2.29,223.83,76,98
3.25,115.42,61,75
1.70,210.44,67,77
1.30,101.96,62,77
3.01,197.09,69,86
1.12,104.54,62,74
2.51,168.00,69,84
3.03,92.89,66,75
2.94,188.43,70,80
2.92,98.25,68,77
3.00,210.22,63,74
1.21,141.54,66,82
1.94,169.80,62,72
1.07,105.31,75,93
1.09,210.19,71,86
24.35,123.08,75,96
1.30,227.63,70,82
3.31,101.47,63,77
1.03,222.77,70,88
2.21,106.94,69,83
1.79,164.09,64,72
3.41,97.68,59,73
1.03,194.37,68,80
11.24,137.51,69,85
1.09,151.92,57,69
1.32,86.11,62,76
1.44,211.76,69,87
2.21,131.89,66,75
1.21,134.20,69,82
2.29,111.02,58,68
3.39,177.02,64,79
1.47,90.86,62,78
1.05,169.41,60,66
1.00,100.47,66,78
1.28,150.84,65,78
2.67,113.68,67,84
2.56,141.68,62,79
1.80,120.46,68,76
13.04,200.17,73,92
1.88,136.46,55,70
1.05,165.72,67,83
1.27,86.75,62,79
6.99,112.15,56,70
2.83,161.38,68,83
1.35,120.43,60,76
2.63,85.55,63,67
8.67,186.61,52,66
1.90,97.72,57,64
2.11,118.18,60,78
1.21,64.57,53,67
2.53,138.26,56,66
1.24,77.66,58,68
2.82,112.51,52,61
1.14,97.51,62,78
2.60,122.69,54,67
5.65,106.48,64,74
1.03,132.64,59,74
1.36,119.34,64,78
1.32,155.51,66,74
15.11,108.07,73,84
1.94,131.94,58,66
1.22,121.05,69,84
1.54,156.96,67,80
3.31,89.46,65,84
1.46,128.42,61,73
5.24,140.15,71,91
1.00,136.84,61,71
1.62,133.29,62,70
8.56,148.59,67,80
5.40,110.77,69,77
3.79,125.27,68,88
1.93,110.31,52,66
1.23,136.08,65,88
22.78,131.60,57,65
1.27,139.20,64,76
1.86,94.55,63,76
6.16,127.67,64,82
2.75,92.16,63,82
1.23,115.75,59,73
4.28,127.86,66,75
3.18,176.09,67,81
1.45,110.88,68,85
2.96,165.74,60,68
6.45,116.95,67,75
1.73,150.55,70,77
1.03,102.16,68,87
2.12,125.40,69,85
5.67,142.80,71,77
1.82,112.97,56,72
1.03,143.60,63,77
1.01,160.27,67,84
1.05,99.73,64,78
1.66,180.95,77,92
1.37,129.22,65,82
4.60,202.14,73,92
1.02,104.19,63,75
2.06,141.06,64,70
2.70,89.83,64,83
52.22,119.76,63,74
1.57,114.72,55,65
1.85,135.76,64,80
4.15,98.99,57,71
1.01,128.55,53,64
1.25,104.96,58,76
1.05,168.43,57,67
2.24,120.18,60,68
2.16,128.28,68,85
6.17,77.39,53,64
1.46,135.82,57,66
1.21,100.86,55,66
2.07,102.53,51,58
1.02,97.77,54,58
1.21,130.93,55,72
14.66,92.74,58,70
1.15,103.09,52,65
1.37,98.56,55,65
1.22,105.22,58,65
2.71,87.10,55,73
9.64,116.08,57,63
4.51,108.82,60,77
2.01,106.90,46,65
1.39,81.37,52,62
3.97,90.83,51,61
7.35,79.30,49,59
1.23,97.12,51,64
1.58,94.69,50,59
1.34,118.08,52,59
18.56,115.11,58,68
4.60,90.22,51,61
1.01,102.91,50,64
1.75,98.94,51,59
2.87,108.26,58,72
3.08,70.87,56,66
3.01,109.65,58,72
6.61,84.66,54,63
1.65,130.02,55,69
1.01,63.25,51,61
1.23,138.31,56,67
1.33,94.22,56,67
2.93,137.74,67,78
1.24,95.41,55,63
1.67,161.60,66,75
1.22,88.23,54,63
3.15,291.47,66,77
1.00,100.36,56,64
1.89,179.71,61,80
2.41,144.09,58,72
5.34,143.04,61,70
1.43,63.90,47,54
1.67,138.51,59,72
1.23,125.51,56,74
1.00,275.69,62,84
4.29,108.32,56,61
2.83,173.09,64,81
1.28,97.46,50,61
1.45,163.76,61,73
5.07,124.97,59,75
1.22,113.69,50,58
12.47,109.50,58,72
1.98,129.22,53,63
1.00,80.12,50,58
1.75,134.13,56,65
2.66,77.79,55,64
1.41,119.63,64,83
2.37,96.74,57,63
1.05,163.98,60,74
3.47,105.44,58,76
1.03,132.83,59,81
1.39,110.55,55,66
1.30,175.74,64,72
2.83,132.34,50,64
9.61,139.22,55,66
4.73,107.05,56,70
1.32,128.30,50,60
1.20,92.07,53,65
1.84,143.63,48,59
15.93,109.23,54,63
2.83,156.64,48,65
1.38,70.57,48,60
2.85,123.05,50,64
9.84,64.95,56,73
1.36,105.93,46,58
1.08,81.21,46,61
1.04,149.88,58,77
1.49,70.08,43,46
2.30,128.52,62,73
3.00,91.46,54,65
1.75,119.88,62,82
1.24,125.96,52,63
2.00,126.19,63,74
2.31,90.93,46,54
1.54,130.68,59,74
1.44,89.52,50,59
1.52,181.41,62,80
1.09,111.17,52,67
1.05,157.59,62,77
4.30,111.39,55,61
6.27,164.18,61,81
2.06,84.82,50,61
1.42,166.88,59,78
2.00,91.82,50,53
1.00,130.67,54,64
2.89,93.13,55,69
1.73,153.28,58,61
1.61,93.58,53,65
18.46,166.55,59,74
1.03,61.83,45,51
1.75,130.29,56,71
1.64,83.99,50,56
2.73,209.03,64,78
3.43,87.24,50,60
1.12,159.77,58,73
1.38,80.16,53,66
2.20,231.27,58,67
1.53,98.19,52,65
1.54,148.26,60,74
6.81,130.70,54,65
1.01,174.72,60,70
1.13,97.92,49,55
1.83,140.12,54,66
3.64,85.01,61,72
2.96,134.41,58,64
3.35,71.81,46,51
1.03,121.95,60,75
4.77,103.50,49,58
1.45,164.62,58,70
3.32,123.37,55,66
2.60,167.10,62,68
1.07,85.71,55,61
2.65,178.67,62,77
1.29,105.00,59,69
1.22,163.67,57,70
1.83,108.34,60,69
1.00,218.08,61,77
7.32,67.71,45,49
2.19,197.35,66,85
14.48,109.25,50,57
1.59,166.25,56,67
5.92,85.52,52,62
1.34,154.50,56,70
1.68,71.56,47,53
2.39,158.78,62,75
1.00,114.61,50,59
1.02,204.63,65,77
1.26,121.85,61,73
2.04,185.04,63,75
4.39,104.27,63,79
1.26,141.30,51,57
1.80,93.65,57,76
1.05,186.92,61,71
1.26,104.32,55,58
2.26,165.73,63,72
1.54,129.07,62,69
6.01,146.03,60,77
1.80,74.91,51,55
1.36,126.41,54,68
11.77,94.39,55,62
1.29,91.84,48,56
3.28,110.63,50,63
2.86,108.09,56,65
1.00,79.16,47,52
6.21,133.96,56,71
1.05,105.08,54,60
1.46,171.64,57,73
1.93,111.28,63,84
3.62,145.89,59,74
4.98,83.87,53,60
26.53,134.82,57,66
3.20,46.48,47,57
1.48,94.30,49,55
1.68,105.58,52,70
2.27,122.85,50,62
5.53,69.95,53,66
1.41,99.75,48,58
2.03,67.40,53,65
9.65,124.59,47,58
3.75,105.38,51,69
1.61,120.28,48,65
1.86,87.48,53,69
5.03,137.47,53,65
14.76,103.31,51,61
1.00,153.92,49,61
1.05,74.72,49,57
1.01,123.59,55,68
1.31,147.87,53,62
3.75,164.21,60,71
1.44,128.92,59,67
2.33,196.25,60,69
1.01,92.94,60,73
3.23,144.26,62,77
2.93,77.78,55,72
1.09,111.31,54,61
3.78,154.99,59,67
3.80,150.61,60,74
2.75,103.58,54,60
5.04,114.85,55,65
1.96,98.01,58,78
2.24,131.05,51,54
2.47,85.25,60,72
2.26,103.16,56,69
1.96,110.79,57,62
3.15,116.63,62,78
1.54,96.27,53,70
2.57,142.87,56,71
1.71,99.95,53,65
1.58,146.67,55,65
7.55,115.00,56,71
2.95,130.93,57,68
1.03,90.13,56,75
1.03,116.76,59,70
1.28,145.01,55,64
2.85,172.52,62,68
1.01,123.89,59,78
2.52,215.28,57,67
1.41,171.41,62,79
2.97,134.83,53,60
1.22,123.52,64,84
2.67,116.05,53,66
1.00,136.04,60,68
1.24,152.18,53,63
1.86,153.03,56,69
2.71,137.59,60,69
2.59,106.10,53,63
5.14,138.89,61,82
1.31,70.81,46,52
16.97,106.24,55,73
1.93,68.32,53,63
1.00,132.60,44,55
1.20,134.50,54,67
2.18,125.59,48,62
2.49,84.37,51,61
1.46,123.12,57,68
3.48,96.88,53,71
2.61,84.13,48,60
1.05,78.66,53,66
2.17,114.60,55,69
3.89,113.80,57,69
1.23,143.24,57,70
1.38,82.91,57,67
1.01,124.39,56,69
3.10,102.59,56,63
1.11,137.83,59,67
1.74,141.96,55,62
4.28,154.25,52,68
1.62,126.07,55,66
2.57,162.36,55,64
1.58,101.93,63,71
2.64,162.03,56,68
17.70,122.19,54,65
1.09,140.02,54,68
18.04,110.75,54,64
1.34,146.41,43,52
1.36,149.65,65,86
3.09,123.84,47,58
1.04,125.26,54,68
1.42,124.51,52,66
1.94,129.62,55,67
1.04,159.41,61,76
2.14,146.29,61,74
6.93,179.17,59,71
2.27,128.15,54,68
1.01,108.74,55,64
1.47,151.54,55,71
1.95,144.20,61,74
3.40,122.25,56,68
2.21,108.07,49,59
3.01,85.76,48,59
1.28,97.86,48,55
1.10,123.67,57,76
1.32,125.70,53,66
1.97,135.09,55,73
14.69,165.49,63,72
1.40,105.02,54,71
2.36,110.51,51,65
4.04,110.60,47,61
3.41,101.75,49,62
1.35,106.10,52,67
2.30,79.72,49,62
7.22,101.66,48,55
1.20,99.32,50,57
1.03,111.37,49,60
1.59,135.75,48,64
1.30,140.61,55,66
1.04,134.19,52,66
2.79,123.16,57,69
1.29,126.40,59,67
11.64,109.27,55,60
3.16,130.11,58,67
1.53,106.17,49,58
1.39,82.57,55,69
1.02,107.51,56,70
3.36,84.64,50,53
1.69,133.74,51,59
2.43,88.81,59,75
3.18,96.58,52,59
1.65,113.29,52,59
1.00,134.98,55,64
1.50,125.72,51,60
3.15,127.47,63,85
2.23,100.53,53,64
3.09,106.70,52,61
1.37,81.41,61,74
2.59,84.56,47,51
9.69,116.38,58,72
3.35,115.35,45,56
1.60,65.39,47,61
6.15,111.27,45,52
4.70,88.02,44,52
1.26,97.28,50,63
7.63,102.34,52,67
11.27,116.25,45,58
1.08,82.04,50,61
1.01,113.10,54,69
3.70,90.44,55,66
1.09,157.71,57,70
1.66,106.53,49,55
14.78,120.74,55,64
4.17,87.99,49,59
2.72,70.60,43,54
1.65,148.53,56,69
1.02,107.77,43,50
8.98,124.91,50,63
2.60,139.00,52,67
6.91,114.46,44,55
1.65,106.43,49,60
2.01,116.94,50,66
2.82,129.77,44,52
5.40,123.92,50,64
1.00,84.52,49,64
1.61,109.22,48,61
1.72,86.70,50,62
3.71,144.42,55,62
3.99,87.25,55,68
2.41,118.38,53,63
19.22,90.83,53,73
1.66,138.32,47,62
1.01,75.51,42,51
1.09,171.92,53,69
2.12,112.73,48,65
1.89,110.33,53,65
1.12,93.28,44,52
1.48,132.98,56,69
2.29,105.20,58,68
1.73,150.23,51,62
3.33,83.56,54,74
7.02,162.98,52,71
1.32,74.15,52,65
1.70,147.10,48,57
5.95,75.17,41,54
2.44,101.79,46,49
1.04,70.61,45,55
6.83,120.26,46,54
1.27,70.68,45,52
1.36,145.66,53,65
1.91,69.03,51,58
1.57,123.36,61,71
3.17,85.46,48,59
1.08,132.71,61,79
1.64,81.75,51,61
47.13,121.10,61,73
2.27,62.40,48,61
1.41,110.72,51,68
1.16,59.61,50,59
2.91,126.82,57,65
4.35,63.00,54,72
1.09,99.97,57,74
2.42,80.77,42,52
2.78,166.80,62,77
1.32,53.15,46,50
4.27,111.57,50,66
1.59,72.47,56,70
2.23,156.64,62,73
8.91,91.26,51,68
1.37,125.15,50,59
1.01,93.33,48,58
1.07,141.23,62,76
1.21,139.39,63,73
1.01,157.03,57,70
4.47,155.47,63,79
1.11,173.43,60,79
61.57,122.52,59,72
3.76,138.91,61,77
1.80,119.81,55,66
1.38,157.67,59,72
6.91,95.38,52,66
1.62,158.10,59,70
2.03,113.14,53,66
1.93,139.87,50,54
4.59,88.61,58,73
1.39,137.65,50,59
1.32,90.68,56,70
3.89,150.64,54,67
1.28,81.98,46,59
1.08,145.98,58,72
2.37,133.08,58,72
1.72,148.62,62,77
1.28,138.42,58,70
9.03,142.99,56,74
1.00,143.78,56,64
1.79,122.59,53,61
2.28,119.94,58,66
3.75,173.98,62,72
2.61,123.33,57,70
1.25,136.56,54,71
9.21,134.73,51,59
1.12,128.04,57,67
1.00,96.91,54,66
2.15,92.20,58,69
1.07,122.34,61,74
2.53,122.65,61,75
6.21,121.42,57,69
1.79,130.14,58,72
2.07,111.40,58,77
20.24,143.81,55,65
1.00,110.48,53,62
7.93,112.34,46,56
1.38,105.80,53,67
1.24,120.02,57,74
7.72,122.52,55,61
3.35,115.73,56,68
4.02,124.83,50,62
1.30,86.43,49,60
31.90,120.89,47,55
1.98,119.67,43,51
1.30,126.19,57,70
1.28,83.44,45,56
4.06,110.41,49,59
2.76,98.45,55,64
1.06,122.18,50,57
1.31,109.52,54,72
1.25,113.58,59,75
2.87,119.80,58,70
7.48,117.47,63,70
1.94,122.61,53,62
2.14,83.33,47,56
1.62,135.78,62,83
45.04,124.01,50,60
1.36,171.21,52,66
1.89,118.35,59,73
1.36,158.60,55,67
3.17,127.24,58,70
1.36,127.12,53,57
1.10,97.12,51,62
1.26,109.57,63,75
3.60,119.38,55,72
10.14,134.76,57,67
1.01,111.76,59,74
1.90,116.79,47,61
8.30,89.69,58,71
2.84,135.67,54,62
5.94,101.90,51,57
1.01,105.72,54,60
1.05,111.25,55,72
65.08,102.66,55,67
1.02,89.26,41,46
1.27,153.38,55,62
1.29,110.51,46,49
2.00,149.37,49,61
2.72,210.07,45,52
1.37,143.09,48,56
3.88,137.79,39,44
1.97,132.52,47,56
14.90,107.19,38,40
1.78,118.62,34,40
2.50,129.85,46,60
1.01,70.01,39,45
1.48,113.78,37,41
3.28,110.57,40,50
2.10,116.19,45,59
2.02,114.53,43,53
1.28,125.27,39,43
1.03,79.19,40,48
2.33,134.93,41,51
1.78,121.93,45,53
3.15,126.06,47,53
1.85,104.23,44,55
5.63,128.49,43,48
1.97,119.15,39,50
4.29,106.19,37,44
7.09,68.16,36,53
1.00,112.11,39,44
2.07,82.60,43,60
1.04,132.88,43,53
1.53,123.65,51,55
3.09,154.90,44,57
200.75,125.61,46,54
1.36,164.37,40,44
8.21,108.83,42,54
3.07,139.19,38,47
1.34,98.43,41,50
5.57,157.64,40,47
1.06,108.24,40,44
1.00,125.47,39,46
1.09,232.28,47,56
1.27,209.58,54,67
1.33,136.69,49,54
2.87,188.07,62,71
1.34,123.28,45,51
2.43,144.21,48,56
4.18,149.84,50,58
1.30,144.85,42,44
5.43,102.67,41,50
2.03,106.27,41,52
1.54,70.69,32,40
1.03,130.79,47,58
15.63,72.62,42,47
1.47,113.44,46,57
3.06,108.47,42,46
2.14,105.79,43,55
1.00,85.62,41,54
1.23,172.68,50,59
1.77,105.89,47,53
23.85,159.03,54,64
1.44,80.66,40,45
1.22,124.51,39,47
1.52,141.98,48,60
2.85,155.84,41,49
1.33,118.37,43,50
3.21,119.03,38,47
1.00,91.70,33,36
1.28,155.55,49,56
1.64,132.79,39,41
7.62,173.87,50,60
2.77,116.08,41,44
2.91,129.24,39,44
7.21,163.18,41,53
1.06,98.40,33,42
2.84,123.07,42,49
1.87,145.32,53,59
23.67,113.16,39,47
1.07,128.21,41,53
1.06,111.48,50,58
1.23,197.78,47,52
1.36,121.97,50,58
2.99,170.65,57,62
1.75,101.54,49,55
6.65,167.04,42,47
1.73,127.79,50,68
1.54,155.13,36,40
1.55,96.23,44,49
5.14,138.33,42,54
1.38,81.61,37,47
1.27,183.03,43,55
2.07,111.37,38,45
1.55,122.39,33,37
3.00,110.91,41,49
2.17,134.76,39,49
1.25,92.04,41,48
1.76,156.95,40,49
20.45,85.92,47,60
2.34,181.58,37,44
2.67,70.64,41,46
1.04,183.54,46,55
1.11,76.06,37,43
1.93,232.18,51,62
1.09,122.58,43,49
1.45,191.55,56,69
4.78,96.84,48,51
1.33,156.05,47,51
8.83,129.92,45,50
1.26,195.58,48,58
3.34,83.33,39,47
1.57,203.32,48,59
1.07,116.45,40,52
2.61,222.00,53,64
2.46,98.51,44,51
1.36,230.77,55,61
1.50,101.05,43,45
1.64,170.61,49,55
1.48,114.83,45,53
16.93,177.46,46,54
1.51,120.27,40,45
5.44,133.98,36,41
1.45,93.29,39,46
1.54,175.88,41,49
2.54,114.96,40,50
3.00,123.68,38,45
5.68,96.50,43,53
1.44,129.89,40,49
3.12,85.32,37,42
2.39,164.37,46,53
1.63,91.67,43,53
24.26,149.14,41,45
1.01,82.62,35,39
1.52,148.15,47,56
2.55,90.48,45,50
1.03,144.48,47,55
1.71,102.38,45,57
1.51,178.57,53,58
2.24,125.55,50,56
1.82,152.53,45,55
2.30,119.78,43,61
1.47,144.61,42,49
1.46,107.36,50,62
1.75,176.40,51,59
2.75,72.05,45,56
9.38,123.17,43,49
2.90,89.32,45,50
1.53,142.48,40,45
7.92,106.35,39,43
1.00,118.73,47,49
12.48,136.84,54,59
3.13,125.56,43,48
2.65,121.60,50,59
1.03,156.23,47,53
2.50,132.46,52,64
1.40,176.25,56,64
5.31,109.71,56,63
1.61,140.08,45,48
1.30,127.38,46,54
1.00,185.66,55,69
2.03,126.75,48,60
1.49,149.02,52,63
4.57,147.88,52,63
1.24,161.39,48,49
1.35,104.67,50,66
1.46,184.39,49,62
1.81,154.93,52,56
1.45,155.49,46,52
2.30,147.09,53,58
2.81,104.68,39,46
1.22,149.44,46,56
3.19,122.67,47,58
2.26,90.19,42,51
1.91,113.94,50,60
1.30,118.09,45,53
3.98,124.59,46,65
1.96,134.42,45,48
1.36,102.57,43,52
3.50,104.19,44,48
1.73,104.34,50,63
1.98,113.22,45,52
1.36,120.74,48,60
1.12,126.49,52,62
2.93,105.71,53,70
1.46,99.52,53,61
3.49,114.29,57,66
1.11,121.00,57,73
82.37,116.81,53,62
2.66,124.99,52,61
1.45,121.29,56,62
1.34,114.91,47,55
1.08,132.68,47,53
4.75,135.96,62,76
1.97,110.83,46,49
3.67,126.96,58,60
5.15,127.08,54,60
6.97,91.67,44,49
17.78,98.19,47,59
1.56,83.76,45,52
1.27,114.74,45,51
1.28,105.42,39,42
1.49,114.13,48,55
3.42,116.12,47,58
1.48,103.99,45,50
1.56,145.01,55,62
1.26,134.83,54,65
1.07,137.53,47,58
1.97,154.02,60,66
5.95,165.54,57,60
96.28,113.99,53,58
3.83,169.29,55,62
1.06,146.10,51,56
2.87,129.51,48,59
1.29,239.46,53,60
7.66,201.21,47,52
1.02,141.48,49,58
4.06,303.41,50,60
15.29,146.63,55,61
2.19,129.90,51,60
3.94,255.40,47,51
1.10,280.45,44,45
2.14,162.06,53,59
4.06,288.31,49,57
2.13,103.25,56,68
1.33,344.35,51,60
1.05,109.14,45,51
3.11,431.44,58,67
2.85,463.51,53,63
1.93,513.44,58,68
1.02,125.86,55,63
12.03,630.59,66,78
1.08,568.88,52,60
1.02,622.76,54,60
2.51,236.65,57,59
2.83,229.27,65,75
3.32,143.32,55,61
1.20,204.65,57,66
2.89,175.84,55,61
7.97,212.04,54,59
1.08,116.04,46,57
12.39,223.64,64,79
7.16,88.73,49,58
6.67,194.03,47,56
1.14,90.13,43,50
2.69,250.00,52,61
3.30,170.17,56,64
3.48,133.41,43,53
1.25,110.16,55,67
1.07,115.20,47,57
2.25,238.25,52,58
2.59,151.31,56,65
1.81,113.82,49,61
1.06,179.60,49,62
9.82,153.94,64,78
1.04,140.79,49,49
93.16,229.41,55,67
2.73,218.81,62,83
1.33,75.51,41,47
2.70,170.29,50,65
5.78,90.68,47,54
1.39,195.28,51,62
1.40,78.91,50,60
1.35,161.41,48,56
1.40,104.39,54,59
3.14,244.67,60,71
8.91,87.02,41,43
1.39,164.05,49,66
1.06,112.73,39,45
3.14,241.85,57,62
1.16,97.60,53,59
1.26,303.14,72,80
1.21,227.01,61,76
33.53,268.09,67,77
2.60,82.29,49,57
1.49,166.33,51,62
4.65,77.74,51,65
1.39,166.23,52,61
1.07,98.22,50,57
2.12,221.18,60,82
1.31,112.54,51,54
3.59,231.37,57,68
1.15,97.46,47,49
1.21,262.06,65,82
3.17,195.72,49,55
6.64,178.74,56,74
1.93,123.17,50,60
1.19,184.86,51,60
6.35,132.64,49,56
1.77,201.78,62,73
20.96,92.99,47,53
2.37,218.82,54,71
3.44,60.68,40,44
2.18,262.54,48,60
7.91,84.51,51,53
